company_id,company_name,website_url,industry_primary,description,city,state,employees,founded_year,website_domain,cleaned_name,data_source,confidence,enriched_data,original_company_name
7559786c-e258-4ba7-a413-559c53da882a,Dsc Us,,,,,,,,,Dsc Us,original,1.0,{},Dsc Us
7559f5dc-5cbc-4a4c-a1f7-dbd33ac503ca,Ron's Hitch N Tow,,,,,,,,,Ron's Hitch N Tow,original,1.0,{},Ron's Hitch N Tow
755a1dee-05bf-4e62-b15a-3c1b59ee014f,Mcenearney Associates - Betty Cole Thompson,,,,,,,,,Mcenearney Associates - Betty Cole Thompson,original,1.0,{},Mcenearney Associates - Betty Cole Thompson
755a28d2-589e-445c-9499-bf82b512470b,Superior Implement & Supply Company,,,,,,,,,Superior Implement & Supply Company,original,1.0,{},Superior Implement & Supply Company
755a30e5-e909-4406-939f-a16116492b55,Parker Marine Enterprises,,,,,,,,,Parker Marine Enterprises,original,1.0,{},Parker Marine Enterprises
755a3d30-c05f-442a-a5bc-dca78ac2829e,183 Media,http://199closing.com/,,,,,,,,183 Media,original,1.0,{},183 Media
755a776e-9e97-4663-8a7b-479989bef07f,Skyline Windows,,,,,,,,,Skyline Windows,original,1.0,{},Skyline Windows
755a8315-6540-4053-aa65-1678b736b944,SMEC Machine Tools America,,,,,,,,,SMEC Machine Tools America,original,1.0,{},SMEC Machine Tools America
755a870d-ea60-41f1-8c14-c0a86bf736f1,Lafayetteglasscompany,,,,,,,,,Lafayetteglasscompany,original,1.0,{},Lafayetteglasscompany
755ab0ee-1634-4a76-ad9e-2bf4f5f0b3b5,Interior Planning & Design,,,,,,,,,Interior Planning & Design,original,1.0,{},Interior Planning & Design
755ab9eb-21a5-427d-94a6-472f122edf60,Public Administrator Of Queens County,,,,,,,,,Public Administrator Of Queens County,original,1.0,{},Public Administrator Of Queens County
755acb1a-d91d-4e5b-bc91-89bd2d0eca35,North Coast Paving Company,,,,,,,,,North Coast Paving Company,original,1.0,{},North Coast Paving Company
755acd9e-28f7-45c8-83df-741e17c3e8a2,hoyden creative group,,,,,,,,,hoyden creative group,original,1.0,{},hoyden creative group
755ad12f-1d2b-4654-be94-697779f29d61,HireGlo,,,,,,,,,HireGlo,original,1.0,{},HireGlo
755ad1b7-f7e3-4867-92ee-baa285fb39ff,Savery Design,,,,,,,,,Savery Design,original,1.0,{},Savery Design
755ad7ad-afe8-496c-a65c-1593548dac88,Mecom Equipment,,,,,,,,,Mecom Equipment,original,1.0,{},Mecom Equipment
