company_id,company_name,website_url,industry_primary,description,city,state,employees,founded_year,website_domain,cleaned_name,data_source,confidence,enriched_data,original_company_name
5e5cecb4-63dc-4bb3-a26c-af10dd3b53bf,Landmark Properties,,,,,,,,,Landmark Properties,original,1.0,{},Landmark Properties
5e5cfe93-9fa7-41cc-a180-8bb714150ebb,Sansinena and East Los Angeles fields,,,,,,,,,Sansinena and East Los Angeles fields,original,1.0,{},Sansinena and East Los Angeles fields
5e5d0acb-9a0b-4aa6-bc5c-e0ae28d317fe,FuturePlan (Other Financial Services),,,,,,,,,FuturePlan (Other Financial Services),original,1.0,{},FuturePlan (Other Financial Services)
5e5d34c7-e1d9-482f-83c5-4715150e1212,"New Horizons Telecom, Inc","http://New Horizons Telecom, Inc.",Information Technology,"Provider of telecommunications construction and engineering services headquartered in Palmer, Alaska. The company offers services such as engineering, construction and installation, program management, and more catering to defense, utilities, energy, and commercial industries.",,,,,"New Horizons Telecom, Inc.","New Horizons Telecom, Inc",web_search,0.8,"{'found': True, 'company_name': 'New Horizons Telecom, Inc', 'description': None, 'industry': None, 'location': None, 'data_source': 'domain_extraction'}",Leighton Lee
5e5d3528-e92e-417d-9ffb-23de77a831c8,Longhorn Glass,,,,,,,,,Longhorn Glass,extracted,0.9,{},"Longhorn Glass offers a range of products and services including auto glass service, auto glass repairs, glass installation for heavy machinery, storefront glass, curtain wall glass, patio door glass, bathroom mirrors, and glass shelving or cabinet door glass. Their typical customers are homeowners, businesses, and owners of heavy machinery in the Austin, TX area who require glass repair and installation services. Longhorn Glass claims to differentiate themselves through their 33 years of experience, certified master technicians, same-day service offering with early notice, and their willingness to price match. They position themselves as a top choice for quality glass repair and installation with a focus on affordability and lifetime warranties"
5e5d3607-3176-4c31-8303-886dc6318dd5,Liokareas Construction Co Inc,http://liokareasconstruction.com,,,,,,,,Liokareas Construction Co Inc,original,1.0,{},Liokareas Construction Co Inc
5e5d3639-77c8-4cae-826a-4bee32afe86d,Is,,,,,,,,,Is,extracted,0.9,{},"Is a full service Job Shop and Production Facility. We also serve as a quality production facility for metal turning and milling. Wright's wish to continually improve our reputation of quality work which is delivered on time. Over the last thirty years we have evolved into a ISO 9001 2000 certified company, full service Job Shop and Production Facility. Wright's Machine's strong commitment to quality from material receipt to delivery"
5e5d3c8c-1f54-4a79-bb64-164c4ffe3ba6,Kanthaka Inc,http://Kanthaka Inc.,Consumer Products and Services (B2C),"Developer of a fitness application intended to provide a digital marketplace for redefining how people train. The company's application connects clients with personal trainers for yoga, pilates, and boxing for individualized and convenient workouts, enabling users to train within the privacy of their homes and improve their health.",,,,,Kanthaka Inc.,Kanthaka Inc,web_search,0.8,"{'found': True, 'company_name': 'Kanthaka Inc', 'description': None, 'industry': None, 'location': None, 'data_source': 'domain_extraction'}",Philipp Kampshoff
5e5d46f7-0aaa-42df-908c-a3809b51c1b3,Greenwood Florist,,,,,,,,,Greenwood Florist,original,1.0,{},Greenwood Florist
5e5d6006-d27b-423c-b828-e3312180fd1f,Run For America,,,,,,,,,Run For America,original,1.0,{},Run For America
5e5d64d0-2862-4347-91e2-e4f24e2d7069,Nettie D,,,,,,,,,Nettie D,original,1.0,{},Nettie D
5e5d71d0-b5f3-493d-94a0-c047b7cc858c,Sjdoorinc,https://sjdoorinc.com/,,,,,,,,Sjdoorinc,web_search,0.9,"{'found': True, 'company_name': 'Sjdoorinc', 'description': None, 'industry': None, 'location': None, 'data_source': 'domain_extraction'}","S&J Door, Inc. is a company that specializes in providing a wide range of commercial door products and services. Their offerings include aluminum storefront and glass, bathroom partitions and accessories, commercial builders' hardware, security steel doors and frames, and sliding automatic and swinging automatic entries. They also offer installation, maintenance, repair, and custom order services. Their typical customers are commercial establishments such as retail stores, office buildings, and industrial facilities. They position themselves as commercial door specialists with 35 years of experience, emphasizing their expertise, high-quality products, and ability to provide customized solutions to meet their customers' needs"
5e5d83e6-8780-477f-af73-2ea257e343c4,GoBabl,,,,,,,,,GoBabl,original,1.0,{},GoBabl
5e5d92db-94ce-4b67-a7c2-4256db859957,O'Brien Architectural Metals,,,,,,,,,O'Brien Architectural Metals,original,1.0,{},O'Brien Architectural Metals
5e5d9a0b-62d1-4c41-b757-db7397de55bc,Abar Retirement Plan Services,,,,,,,,,Abar Retirement Plan Services,original,1.0,{},Abar Retirement Plan Services
5e5da42f-cdd6-4b35-99c1-6bb22d46d362,Rutherford Heating,,,,,,,,,Rutherford Heating,original,1.0,{},Rutherford Heating
5e5dadc2-065e-4b3f-a6ba-1618bcc4d1bd,Ab Harris,,,,,,,,,Ab Harris,original,1.0,{},Ab Harris
5e5db831-98a4-4717-ad4b-2c0b9cdb3789,Penval Construction,,,,,,,,,Penval Construction,original,1.0,{},Penval Construction
5e5dbbc9-8e96-4d72-9799-763abdf31735,Flowrite Plumbing,,,,,,,,,Flowrite Plumbing,original,1.0,{},Flowrite Plumbing
5e5dc19c-29c0-4723-82ba-c3bc80f67448,Florida Engineering and Environmental Services,,,,,,,,,Florida Engineering and Environmental Services,original,1.0,{},Florida Engineering and Environmental Services
5e5dfce3-941e-4692-b139-f6e72f1fbaad,JTG Ventures,,,,,,,,,JTG Ventures,original,1.0,{},JTG Ventures
5e5dfd11-e303-4064-81e5-e7a98999d786,PREVO TECHNOLOGIES,,,,,,,,,PREVO TECHNOLOGIES,original,1.0,{},PREVO TECHNOLOGIES
5e5dfeb0-be3f-4f6d-abe2-b7fb7161b51b,Inspired Wealth Planning,,,,,,,,,Inspired Wealth Planning,original,1.0,{},Inspired Wealth Planning
5e5e0a81-0c40-419b-9008-7ccec27da0ac,Gmh Asphalt Corporation,,,,,,,,,Gmh Asphalt Corporation,original,1.0,{},Gmh Asphalt Corporation
5e5e0d3e-9161-431a-804c-69010f961264,National Stormwater Trust,,,,,,,,,National Stormwater Trust,original,1.0,{},National Stormwater Trust
5e5e0d61-8770-4d22-bc36-937c1644a282,Mcauliffe Contractors,,,,,,,,,Mcauliffe Contractors,original,1.0,{},Mcauliffe Contractors
5e5e2adb-d056-452c-8937-0a23dc68d226,Servicemaster by Ayotte,,,,,,,,,Servicemaster by Ayotte,original,1.0,{},Servicemaster by Ayotte
5e5e2ae1-f0d7-4ab7-a9fe-6e6b08cd2b85,Cole's Tool Works,,,,,,,,,Cole's Tool Works,original,1.0,{},Cole's Tool Works
5e5e3f36-7867-44b0-8632-a98bd1c581fd,Express Direct Services,,,,,,,,,Express Direct Services,original,1.0,{},Express Direct Services
5e5e4a19-d127-40ba-a515-af5eef552ad2,Ruttteamhomes,,,,,,,,,Ruttteamhomes,original,1.0,{},Ruttteamhomes
5e5e5387-ac63-45e5-a2fc-962b7df7fff0,1000 Islands International Tourism Council,http://www.linkedin.com/company/100waters-group,,,,,,,,1000 Islands International Tourism Council,original,1.0,{},1000 Islands International Tourism Council
5e5e7425-734b-4b2d-bc93-1e6b70e20059,800 Homecare,,,,,,,,,800 Homecare,original,1.0,{},800 Homecare
5e5e8845-df14-4ae1-bd92-5e4047f3d4eb,Rencai Group,,,,,,,,,Rencai Group,original,1.0,{},Rencai Group
5e5edb07-7ba7-4a4a-b582-b9bc52ed24f5,skysign advertising,,,,,,,,,skysign advertising,original,1.0,{},skysign advertising
