company_id,company_name,website_url,industry_primary,description,city,state,employees,founded_year,website_domain,cleaned_name,data_source,confidence,enriched_data,original_company_name
053421ef-c8bb-46ff-b8a5-60c00a7f48ca,Eagleparagliding,,,,,,,,,Eagleparagliding,original,1.0,{},Eagleparagliding
05342852-ede8-4226-88b7-755b3734e4ac,JVT Industries,,,,,,,,,JVT Industries,original,1.0,{},JVT Industries
05342c74-2eb5-4f0e-80dc-a24ef2d9b2fc,North Carolina Board of Physical Therapy Examiners,,,,,,,,,North Carolina Board of Physical Therapy Examiners,original,1.0,{},North Carolina Board of Physical Therapy Examiners
0534304d-9d18-4ea9-8def-a65c0f5a2f13,Kent's Bromeliad Nursery,,,,,,,,,Kent's Bromeliad Nursery,original,1.0,{},Kent's Bromeliad Nursery
05343e8b-c4fc-442d-a33d-fe70baeee813,Cerapedics,,,,,,,,,Cerapedics,original,1.0,{},Cerapedics
05344ff8-b8d6-4243-8571-1baeb3acbd7a,SlickOR,,,,,,,,,SlickOR,original,1.0,{},SlickOR
05345c3f-76fc-4d03-bf23-f6da85321a76,Stolzenberg Gelles Flynn and Arango,,,,,,,,,Stolzenberg Gelles Flynn and Arango,original,1.0,{},Stolzenberg Gelles Flynn and Arango
053470fa-cd68-4e1c-92a8-64e6e4661013,Lemoyne Community Center,,,,,,,,,Lemoyne Community Center,original,1.0,{},Lemoyne Community Center
053478b3-3d0c-4248-8526-c0a49bd559e4,Leedom Management Group,,,,,,,,,Leedom Management Group,original,1.0,{},Leedom Management Group
05347a43-ecc2-498d-99d1-b7786c7abbdd,prestige estates,,,,,,,,,prestige estates,original,1.0,{},prestige estates
053491e8-2276-49e0-93fc-5e4cbc8153b5,Lawton J Henry Attorney,,,,,,,,,Lawton J Henry Attorney,original,1.0,{},Lawton J Henry Attorney
0534a2a7-91ed-4043-bd02-430d4b605e93,BP Metals,,,,,,,,,BP Metals,original,1.0,{},BP Metals
0534ba54-936f-4ced-b75e-dba8c951c5ec,Rutecki And Associates,,,,,,,,,Rutecki And Associates,original,1.0,{},Rutecki And Associates
0534d94b-3b45-4b75-957a-8cea9dae1b5d,Garner Fritsche Engineering,,,,,,,,,Garner Fritsche Engineering,original,1.0,{},Garner Fritsche Engineering
0534e6e3-6e44-4c35-8447-7bc8a8de80ae,"Miller Place, NY",,,,,,,,,"Miller Place, NY",original,1.0,{},"Miller Place, NY"
0534fb3d-bbc4-44ff-8e67-2f80fc0207ba,Six Month Smiles,,,,,,,,,Six Month Smiles,original,1.0,{},Six Month Smiles
0535227c-df15-4398-bd05-195e8db315b2,ESE (Michigan),,,,,,,,,ESE (Michigan),original,1.0,{},ESE (Michigan)
053526b2-e3a5-45a0-a37b-91a0a1573ebf,Deeimp,http://deeimp.net,,,,,,,,Deeimp,web_search,0.8,"{'found': True, 'company_name': 'Deeimp', 'description': None, 'industry': None, 'location': None, 'data_source': 'domain_extraction'}",Dee Implement
05352fb0-4af6-4378-8408-83866a890d35,Long Chang Machinery Company Ltd,,,,,,,,,Long Chang Machinery Company Ltd,original,1.0,{},Long Chang Machinery Company Ltd
053532a6-973b-4c06-bc46-3ada4084d553,Snake Bite Co,,,,,,,,,Snake Bite Co,original,1.0,{},Snake Bite Co
05355d3d-55ff-4eed-8b9d-ea0f2ba68b87,Alphaenergy,https://www.alphaenergy.io/,,,,,,,,Alphaenergy,web_search,0.8,"{'found': True, 'company_name': 'Alphaenergy', 'description': None, 'industry': None, 'location': None, 'data_source': 'domain_extraction'}",Alpha Energy
05355e25-53c4-4ed8-ba7e-670461dc760a,Hood Depot International Inc,http://hooddepot.net,,,,,,,,Hood Depot International Inc,original,1.0,{},Hood Depot International Inc
05356008-8b7d-41d4-a782-2b099cf8494d,Machinewell Inc,,,,,,,,,Machinewell Inc,extracted,0.9,{},"Machinewell Inc is a job shop specializing in machining, welding, and fabricating of components and assemblies for a wide variety of customers. Their typical customers include those in the recreational, government, and agricultural industries. They differentiate themselves through their dedication to quality production, on-time delivery, and their ability to work with various types of metals, plastics, castings, and special extrusions, all while utilizing a computerized business system to control orders and ensure quality"
