company_id,company_name,website_url,industry_primary,description,city,state,employees,founded_year,website_domain,cleaned_name,data_source,confidence,enriched_data,original_company_name
6dc2fdca-8d1a-4d14-be8b-2c62d5006fca,manufacturing marketing group,,,,,,,,,manufacturing marketing group,original,1.0,{},manufacturing marketing group
6dc30dac-d069-4cd2-8853-3110804ed965,Crestlineconstruction,http://crestlineconstruction.com,,,,,,,,Crestlineconstruction,web_search,0.8,"{'found': True, 'company_name': 'Crestlineconstruction', 'description': None, 'industry': None, 'location': None, 'data_source': 'domain_extraction'}",Crestline Construction
6dc33849-b301-4f8e-a43e-406c72b02ecc,Smith Heating,,,,,,,,,Smith Heating,original,1.0,{},Smith Heating
6dc36988-b685-48dc-af3a-bc6dd3d11adc,"Connor Contracting, Inc",http://connorcontractinginc.com,,,,,,,,"Connor Contracting, Inc",original,1.0,{},"Connor Contracting, Inc"
6dc37036-ecde-43bd-91c4-d7333c0ffeb0,Fortune Direct,,,,,,,,,Fortune Direct,original,1.0,{},Fortune Direct
6dc3725a-8fd0-4961-9d57-033b6bbc13e9,Alencon Systems,,,,,,,,,Alencon Systems,extracted,0.9,{},"Alencon Systems provides DC-DC optimizers and central inverters for the alternative energy industry, specifically for solar, battery energy storage, electric vehicles, and hydrogen fuel cells. Their typical customers are commercial, industrial, and utility-scale power producers looking to generate cleaner power through the incorporation of these technologies. Alencon Systems claims to differentiate itself by offering unique DC-DC optimizers and central inverters that allow for more energy to be harvested while driving down the overall deployment cost for cleaner sources of power, making them more cost-competitive with other forms of generation"
6dc38900-91b9-480d-9351-221b9344eedd,Law Office Of Kim Quale,,,,,,,,,Law Office Of Kim Quale,original,1.0,{},Law Office Of Kim Quale
6dc397b2-5ebe-4827-9a54-ccd88214ae5b,Print Media (Medical Chart Paper And Industrial Ticket Business),,,,,,,,,Print Media (Medical Chart Paper And Industrial Ticket Business),original,1.0,{},Print Media (Medical Chart Paper And Industrial Ticket Business)
6dc3a3e1-1af3-4e87-a05a-04f086eb412c,Qa1 Precision Products,,,,,,,,,Qa1 Precision Products,original,1.0,{},Qa1 Precision Products
6dc3abb9-a896-4ba6-b5f4-ff1e816ea94d,iTVX,,,,,,,,,iTVX,original,1.0,{},iTVX
