company_id,company_name,website_url,industry_primary,description,city,state,employees,founded_year,website_domain,cleaned_name,data_source,confidence,enriched_data,original_company_name
5bfd0ebf-a2ca-478e-829f-2923cb9e690e,CVC Home Medical,,,,,,,,,CVC Home Medical,original,1.0,{},CVC Home Medical
5bfd166c-460a-48ac-bf8d-ec1571dfcd89,Prada Properties,,,,,,,,,Prada Properties,original,1.0,{},Prada Properties
5bfd3c74-7dc1-491b-bcfb-801594d18d4f,"Stl Truckers, Llc",,,,,,,,,"Stl Truckers, Llc",original,1.0,{},"Stl Truckers, Llc"
5bfd3e00-58d3-455c-910d-6fdb28f2b097,locomovement - website design/ s.e.o,,,,,,,,,locomovement - website design/ s.e.o,original,1.0,{},locomovement - website design/ s.e.o
5bfd51f1-c7b6-4516-80fa-e6a14ae2a76b,Shafranconstruction,,,,,,,,,Shafranconstruction,original,1.0,{},Shafranconstruction
5bfd5433-532f-425f-bb25-ba5083a8992a,Law Computing,,,,,,,,,Law Computing,original,1.0,{},Law Computing
5bfd8945-871e-447f-a4c6-3ad5fe57a172,Neff Machinery and Supplies,,,,,,,,,Neff Machinery and Supplies,original,1.0,{},Neff Machinery and Supplies
5bfd90d4-cf7a-4eea-82f8-98bf48429cdb,F,,,,,,,,,F,extracted,0.9,{},"F & M Tile & Terrazzo Company Inc. offers hard surface solutions for flooring and wall tile. They provide materials such as terrazzo, quartz, granite, marble, luxury vinyl tile, carpet, polished concrete, and brick pavers. Their typical customers would include homeowners, commercial property owners, and businesses looking to remodel or install new hard surfaces. F & M Tile positions itself as a premier hard surface solution provider in Fort Wayne, with a wide range of capabilities, a long operating history, and a focus on high-quality craftsmanship"
5bfdaec0-84b9-4bc3-b565-1d036cfa15b5,Remerica Hometown One-Canton,,,,,,,,,Remerica Hometown One-Canton,original,1.0,{},Remerica Hometown One-Canton
5bfdd472-1f1f-4533-a369-9a95b9b8e548,Remwhirl Architecture And Landscape Design,,,,,,,,,Remwhirl Architecture And Landscape Design,original,1.0,{},Remwhirl Architecture And Landscape Design
5bfdf3e5-77ae-4964-81bd-689ab78300c6,Garden Marketing Group,,,,,,,,,Garden Marketing Group,original,1.0,{},Garden Marketing Group
5bfe0579-a765-4249-9fff-08a7bcdb11b1,360 Virtual Medical Assistants,http://www.linkedin.com/company/3d-exchangenet,,,,,,,,360 Virtual Medical Assistants,original,1.0,{},360 Virtual Medical Assistants
5bfe643b-4470-4a04-a56b-502b73d82868,A Classical Studio,,,,,,,,,A Classical Studio,original,1.0,{},A Classical Studio
5bfe6f57-ebad-4513-ae89-f93ffda3274f,A/C Ambulance,,,,,,,,,A/C Ambulance,original,1.0,{},A/C Ambulance
5bfe71c9-76fe-46c1-9c7b-365326fc3706,Flair America,,,,,,,,,Flair America,original,1.0,{},Flair America
5bfe8c96-5f82-46dd-a671-775a158bc8be,Nycommercialoffice,,,,,,,,,Nycommercialoffice,original,1.0,{},Nycommercialoffice
5bfe9b5e-109d-4c8a-8b50-f04e4dedbb6e,Ivan Nightengale Construction,,,,,,,,,Ivan Nightengale Construction,original,1.0,{},Ivan Nightengale Construction
5bfea572-5937-4226-a4c8-a19dc61274f1,Sk Cabinetry & Design,,,,,,,,,Sk Cabinetry & Design,original,1.0,{},Sk Cabinetry & Design
5bfebb77-d0b2-423e-a711-4c0dd794dd70,Farrell Industries,,,,,,,,,Farrell Industries,original,1.0,{},Farrell Industries
5bfef98e-d601-4be9-be67-432af7eff892,A1 Sheet Metal Inc.,,,,,,,,,A1 Sheet Metal Inc.,extracted,0.9,{},"A1 Sheet Metal Inc. specializes in custom metal buildings and fabrication, HVAC sheet metal fabrication, motor control center, and industrial metal buildings. Their typical customers come from various industries including oil & gas, petrochemical, power generation, power distribution, renewable energy, telecommunications, and general industry. They differentiate themselves by offering premium quality products, unsurpassed service, state-of-the-art machinery, and a focus on customer service throughout the entire fabrication process"
5bff0827-5e42-476b-8cf3-0feeca0077d9,Chai Family Acupuncture,http://orlandochaifamilyacupuncture.com,,,,,,,,Chai Family Acupuncture,original,1.0,{},Chai Family Acupuncture
5bff283b-e543-4b65-bdf2-212d22abe89d,SeeSnap,,,,,,,,,SeeSnap,original,1.0,{},SeeSnap
5bff3c96-a5e3-4e64-921e-2e4d0e5c3b0b,Sierra Research and Technology,,,,,,,,,Sierra Research and Technology,original,1.0,{},Sierra Research and Technology
5bff463b-ae50-4111-b01c-d0758613d6cc,Loyd Farms,,,,,,,,,Loyd Farms,original,1.0,{},Loyd Farms
5bff4b0f-3b72-4b08-8185-8807419a79c5,Machine and Hydraulics,,,,,,,,,Machine and Hydraulics,original,1.0,{},Machine and Hydraulics
5bff50d7-83b9-4984-9bea-72ffccbd6c9b,Logo Apparel,,,,,,,,,Logo Apparel,original,1.0,{},Logo Apparel
5bff8ce9-1d44-4bed-b4b4-b32c98c0d436,A Kalmerton Welding Supplies,,,,,,,,,A Kalmerton Welding Supplies,original,1.0,{},A Kalmerton Welding Supplies
5bff8e21-5135-4646-a2e1-9e11287d7fcc,Forest City Trading Group,,,,,,,,,Forest City Trading Group,original,1.0,{},Forest City Trading Group
5bffb22a-0656-49dc-bd01-45d674bb68b9,Ag Manufacturing & Technology Inc,http://Ag Manufacturing & Technology Inc.,Information Technology,"Manufacturer of farm machinery intended to eliminate overseeding on all types of terrain. The company's machinery provides GPS-enabled software and proprietary motorized manifold integration with touchscreen displays of standard in-air seeders and commodity carts, enabling farmers to avoid the unnecessary costs of overseeding.",,,,,Ag Manufacturing & Technology Inc.,Ag Manufacturing & Technology Inc,web_search,0.8,"{'found': True, 'company_name': 'Ag Manufacturing & Technology Inc', 'description': None, 'industry': None, 'location': None, 'data_source': 'domain_extraction'}",Rusty Kordick
5bffc4d4-d8d3-4cde-97df-3c2c5c203e8a,Chiral Quest,,,,,,,,,Chiral Quest,original,1.0,{},Chiral Quest
5bffe133-28e0-4a7b-b1ed-62f69400263d,Lindstrum and Sorenson Assoc,,,,,,,,,Lindstrum and Sorenson Assoc,original,1.0,{},Lindstrum and Sorenson Assoc
5bfff099-c6c9-4ef4-8153-4c7cd678c7a1,Nationwide Technical & Executive Search,,,,,,,,,Nationwide Technical & Executive Search,original,1.0,{},Nationwide Technical & Executive Search
5bfff1a1-35da-47f7-b42f-c97f4a409958,Everybodywater,http://everybodywater.com,,,,,,,,Everybodywater,web_search,0.8,"{'found': True, 'company_name': 'Everybodywater', 'description': None, 'industry': None, 'location': None, 'data_source': 'domain_extraction'}",Everybody Water
5bfff49f-3cde-4b36-97eb-49ad430f70bb,Douglas Allred Company,,,,,,,,,Douglas Allred Company,extracted,0.9,{},"Douglas Allred Company is a full-service real estate firm with projects in office, industrial, and retail throughout Arizona and California. Their typical customers are businesses looking for office, industrial, or retail space. They differentiate themselves by maintaining a continuous presence in large developments across the Valley, garnering a reputation as a bold and visionary company, and providing top quality and integrity to their clients"
5c000da3-40e3-4f5c-a711-80796a491dcd,"Real Estate Technology, SaaS, TMT",http://www.digmap.com,"Provider of cloud-based location technology and content services. The company's spatial development platform enables API access to mapping technology and location data sets and its nationwide parcel and property datasets provide location context, accuracy, and interactivity to mainstream business, government and consumer users.",Business/Productivity Software,,,,,digmap.com,"Real Estate Technology, SaaS, TMT",original,1.0,{},"Real Estate Technology, SaaS, TMT"
5c001f18-cf84-465e-b5b7-480b07f645c9,Flight Light Inc,http://flightlight.com,,,,,,,,Flight Light Inc,original,1.0,{},Flight Light Inc
5c002291-72a0-437b-8d6f-1b0f7fbedb3e,MD Life Care Plan Consulting,,,,,,,,,MD Life Care Plan Consulting,original,1.0,{},MD Life Care Plan Consulting
5c00341c-8677-4fb3-a609-10b2c25d8c21,Baton Rouge Air Conditioning,,,,,,,,,Baton Rouge Air Conditioning,extracted,0.9,{},"Baton Rouge Air Conditioning & Heating, Inc provides a range of heating and air conditioning services including AC repair, installation, maintenance, and replacement, as well as heating repair and installation. Their typical customers are residential homeowners in the Baton Rouge area. They position themselves as a reliable, customer-focused company with a great reputation for quality work and ethical behavior, offering 24-hour emergency service and N.A.T.E.-certified technicians"
5c0037dd-c1f3-4037-a827-de9e855a2a80,Kare Property Management,,,,,,,,,Kare Property Management,original,1.0,{},Kare Property Management
5c004ed9-37f3-4e28-ad62-71344017fb5a,MelroseBaking,,,,,,,,,MelroseBaking,original,1.0,{},MelroseBaking
5c00615f-64b5-48f3-815a-a84e76883f33,Intercon Industries,,,,,,,,,Intercon Industries,original,1.0,{},Intercon Industries
5c0063c6-7c98-4bf8-89b5-639b0d7479e0,Axle Informatics,,,,,,,,,Axle Informatics,original,1.0,{},Axle Informatics
5c008187-64d3-4a9f-abcf-cfbb25f786bf,EDCO Health Information Solutions,,,,,,,,,EDCO Health Information Solutions,original,1.0,{},EDCO Health Information Solutions
5c00922c-cabf-4504-93af-1780de2afedb,EyeSwoon,,,,,,,,,EyeSwoon,original,1.0,{},EyeSwoon
5c009539-bd94-43a2-9cf2-3bc915d1b8fc,Peridotgroup,,,,,,,,,Peridotgroup,original,1.0,{},Peridotgroup
5c0099ab-4174-4060-888b-d16c99067cb2,R.a.n.c.h,,,,,,,,,R.a.n.c.h,original,1.0,{},R.a.n.c.h
5c00adeb-4a68-4b09-a0a0-e735ea16d7f0,"Offroad Autonomy, Inc","http://Offroad Autonomy, Inc.",Information Technology,"Developer of a robot-agnostic AI-based software designed to unlock the full potential of existing hardware capabilities. The company offers autonomy for robotic systems operating in real-world environments and delivers robotic agnostic AI and technology for tasks related to data collection, inspection, safety, and self-exploration of environments including construction, oil and gas, energy and mining, enabling businesses to realize the value of autonomous robots fully.",,,,,"Offroad Autonomy, Inc.","Offroad Autonomy, Inc",web_search,0.8,"{'found': True, 'company_name': 'Offroad Autonomy, Inc', 'description': None, 'industry': None, 'location': None, 'data_source': 'domain_extraction'}",Aliakbar Aghamohammadi
5c00f5bb-4205-4db9-9760-3bdcdd19e294,Gpe Construction,,,,,,,,,Gpe Construction,original,1.0,{},Gpe Construction
5c0115b9-386e-4dc2-a046-43a9573f2396,Smoky Mountain Machining,,,,,,,,,Smoky Mountain Machining,original,1.0,{},Smoky Mountain Machining
5c011a4f-8580-4689-b599-7783bbb4068e,Epiphany,,,,,,,,,Epiphany,original,1.0,{},Epiphany
5c0126b4-5a99-47bf-b82f-8a12f5ef4924,P C Civitects,,,,,,,,,P C Civitects,original,1.0,{},P C Civitects
