company_id,company_name,website_url,industry_primary,description,city,state,employees,founded_year,website_domain,cleaned_name,data_source,confidence,enriched_data,original_company_name
46c46d9f-9f7a-4065-bd15-80d31b9d4f12,Antebellum Manufacturing,,,,,,,,,Antebellum Manufacturing,extracted,0.9,{},"Antebellum Manufacturing specializes in providing high-quality aluminum fences, gates, and rails. Their typical customers include homeowners, homeowner associations, commercial property owners, and contractors involved in high-use, high-profile projects such as college campuses, stadiums, and amusement parks. They differentiate themselves by offering American-made products, standing behind their quality, and providing personalized service, as evident from naming their fence styles after their kids"
46c48611-894e-4e09-a1f4-653a19b203ef,Infinito,,,,,,,,,Infinito,original,1.0,{},Infinito
46c4a37d-ede3-44ef-994d-2ff8d86b44cc,Smith Hamilton,,,,,,,,,Smith Hamilton,original,1.0,{},Smith Hamilton
46c4b831-9e5a-4e6f-8ad8-bb32cf74a3e8,Global Crypto Press,,,,,,,,,Global Crypto Press,original,1.0,{},Global Crypto Press
46c4d39e-5a9b-49c6-a384-e93f425dea01,Prosdigital,,,,,,,,,Prosdigital,original,1.0,{},Prosdigital
46c4f6a5-f88f-4ed5-a626-333d02e87099,360 Service Provider,http://www.linkedin.com/company/marxent,,,,,,,,360 Service Provider,original,1.0,{},360 Service Provider
46c505df-22f1-4f20-9a68-46294af14942,American Aerospace Controls,http://a-a-c.com,,,,,,,,American Aerospace Controls,original,1.0,{},American Aerospace Controls
46c5200a-5fd1-4555-876b-e2b2e9a4928f,Schaller Hardwood Lumber Co,,,,,,,,,Schaller Hardwood Lumber Co,original,1.0,{},Schaller Hardwood Lumber Co
46c523ac-050b-45d8-81e5-854bbb3de32d,Mitco Mfg,,,,,,,,,Mitco Mfg,original,1.0,{},Mitco Mfg
46c52411-33d2-4ba7-aeaf-2b79c0ec7168,Easy Street JD and s,,,,,,,,,Easy Street JD and s,original,1.0,{},Easy Street JD and s
46c52bee-9dee-4d63-ba55-e9e8c8d139ae,Eastern Metallizing,,,,,,,,,Eastern Metallizing,original,1.0,{},Eastern Metallizing
46c55ed3-febd-4ff7-829f-6c5b920ecc53,Snow Country Hardwoods,,,,,,,,,Snow Country Hardwoods,original,1.0,{},Snow Country Hardwoods
46c56da3-51e0-4794-819e-23d421fcb1d0,"Trinity Turbine Services, Llc",,,,,,,,,"Trinity Turbine Services, Llc",original,1.0,{},"Trinity Turbine Services, Llc"
46c58569-a0c4-42eb-a0b5-8322a5fa055c,Newman-Dailey Resort Properties,,,,,,,,,Newman-Dailey Resort Properties,original,1.0,{},Newman-Dailey Resort Properties
46c59074-b7cb-42cf-a2cf-8ce0fb549983,Set Solutions,,,,,,,,,Set Solutions,original,1.0,{},Set Solutions
46c592ab-e8c2-4193-80f4-ab082e4ed580,More Farm Store,,,,,,,,,More Farm Store,extracted,0.9,{},"More Farm Store is a company that specializes in providing outdoor power, farm, and construction equipment. Their typical customers are individuals or businesses involved in agriculture, landscaping, construction, and other related industries. They position themselves as a provider of quality equipment and exceptional services delivered by trained experts, and they highlight their commitment to matching each customer's unique needs with the Kubota equipment that will serve them best"
46c5bac6-e657-4891-8bbf-d24ff33f958b,Mardon Trucking,,,,,,,,,Mardon Trucking,original,1.0,{},Mardon Trucking
46c5bc0c-54a0-4089-b405-f6c8bfd98e36,Welsh,http://www.welsh.com,IT Consulting and Outsourcing,Acquired/Merged,,,,,welsh.com,Welsh,web_search,0.8,"{'found': True, 'company_name': 'Welsh', 'description': None, 'industry': None, 'location': None, 'data_source': 'domain_extraction'}",Charlie Ross
46c5f0e0-f5b7-4a7e-b1ca-19ba7d748af4,Speakerstrainerscoaches,,,,,,,,,Speakerstrainerscoaches,original,1.0,{},Speakerstrainerscoaches
46c5fafd-0dbf-4a1f-8c14-65d855aad820,Kivuton,,,,,,,,,Kivuton,original,1.0,{},Kivuton
46c62b05-5b7a-42c9-a892-36f85ef2e885,Pittsburg Steel,,,,,,,,,Pittsburg Steel,original,1.0,{},Pittsburg Steel
46c636db-2124-4f1a-9f35-aeed79630f9e,Faseb,,,,,,,,,Faseb,original,1.0,{},Faseb
46c646e8-f2d4-4dc1-a32c-4022843b1435,Mystic Valley Gun Club,,,,,,,,,Mystic Valley Gun Club,original,1.0,{},Mystic Valley Gun Club
46c66407-8a16-42e8-970c-ae062e5187e2,Granite State Log Homes,,,,,,,,,Granite State Log Homes,original,1.0,{},Granite State Log Homes
46c67621-8989-4e3e-9430-57580e2f7591,Shelbeck Excavating,,,,,,,,,Shelbeck Excavating,original,1.0,{},Shelbeck Excavating
46c68e10-5ef3-4d43-b9a9-cd3db8238e77,Air Kold Company Inc,,,,,,,,,Air Kold Company Inc,original,1.0,{},Air Kold Company Inc
46c6b217-d4d1-444c-addf-7ff91bd4d29f,River City Truck Repair,,,,,,,,,River City Truck Repair,original,1.0,{},River City Truck Repair
46c6b45c-135d-4aa8-bac1-96676337c51a,Service Machine & Tool Company,,,,,,,,,Service Machine & Tool Company,original,1.0,{},Service Machine & Tool Company
46c6b9c5-e686-485d-acff-dbfa516cd04e,Riley Marine Survey and Consultancy,,,,,,,,,Riley Marine Survey and Consultancy,original,1.0,{},Riley Marine Survey and Consultancy
46c6fc5f-7284-42c5-9d29-9a304c8eed1a,APA Facade Systems,,,,,,,,,APA Facade Systems,original,1.0,{},APA Facade Systems
46c6feb8-1780-4132-81aa-39642496276e,Marcy Construction Company,,,,,,,,,Marcy Construction Company,original,1.0,{},Marcy Construction Company
